accuracy,precision,recall,f1,model,training_time_seconds
0.8307081386305146,0.8260135871426525,0.8382062088880745,0.8320652344362552,Logistic Regression,127.82123565673828
0.8145427987884689,0.8119339037620736,0.8190601363604769,0.8154814518894128,Linear SVM,1187.730856180191
0.80169715517841,0.810830508143704,0.7873648558989492,0.7989254137093103,Complement Naive Bayes,2.744074821472168
